marca_tiempo,id_ruta,nombre_ruta,dia_semana,numero_dia,hora,intervalo_min,pasajeros,es_hora_pico,es_fin_semana,es_quincena,tipo_ruta,popularidad,tiene_retraso
2025-09-01 10:41:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,10,22,16,False,False,False,urbana,1.1,True
2025-09-01 11:03:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,11,16,14,False,False,False,urbana,1.1,False
2025-09-01 11:19:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,11,11,4,False,False,False,urbana,1.1,False
2025-09-01 11:30:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,11,12,32,False,False,False,urbana,1.1,False
2025-09-01 11:42:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,11,9,25,False,False,False,urbana,1.1,False
2025-09-01 11:51:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,11,13,20,False,False,False,urbana,1.1,False
2025-09-01 12:04:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,12,12,8,False,False,False,urbana,1.1,False
2025-09-01 12:16:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,12,11,13,False,False,False,urbana,1.1,False
2025-09-01 12:27:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,12,8,13,False,False,False,urbana,1.1,False
2025-09-01 12:35:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,12,9,0,False,False,False,urbana,1.1,False
2025-09-01 12:44:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,12,11,19,False,False,False,urbana,1.1,False
2025-09-01 12:55:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,12,14,6,False,False,False,urbana,1.1,False
2025-09-01 13:09:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,13,8,4,False,False,False,urbana,1.1,False
2025-09-01 13:17:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,13,8,13,False,False,False,urbana,1.1,False
2025-09-01 13:25:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,13,10,19,False,False,False,urbana,1.1,False
2025-09-01 13:35:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,13,8,14,False,False,False,urbana,1.1,False
2025-09-01 13:43:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,13,9,6,False,False,False,urbana,1.1,False
2025-09-01 13:52:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,13,10,27,False,False,False,urbana,1.1,False
2025-09-01 14:02:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,14,11,4,False,False,False,urbana,1.1,False
2025-09-01 14:13:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,14,9,18,False,False,False,urbana,1.1,False
2025-09-01 14:22:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,14,9,16,False,False,False,urbana,1.1,False
2025-09-01 14:31:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,14,11,8,False,False,False,urbana,1.1,False
2025-09-01 14:42:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,14,13,12,False,False,False,urbana,1.1,False
2025-09-01 14:55:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,14,11,25,False,False,False,urbana,1.1,False
2025-09-01 15:06:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,15,8,38,False,False,False,urbana,1.1,False
2025-09-01 15:14:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,15,9,32,False,False,False,urbana,1.1,False
2025-09-01 15:23:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,15,10,26,False,False,False,urbana,1.1,False
2025-09-01 15:33:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,15,10,7,False,False,False,urbana,1.1,False
2025-09-01 15:43:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,15,11,6,False,False,False,urbana,1.1,False
2025-09-01 15:54:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,15,9,13,False,False,False,urbana,1.1,False
2025-09-01 16:03:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,16,8,14,False,False,False,urbana,1.1,False
2025-09-01 16:11:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,16,14,29,False,False,False,urbana,1.1,False
2025-09-01 16:25:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,16,9,5,False,False,False,urbana,1.1,False
2025-09-01 16:34:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,16,12,40,False,False,False,urbana,1.1,False
2025-09-01 16:46:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,16,11,24,False,False,False,urbana,1.1,False
2025-09-01 16:57:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,16,14,6,False,False,False,urbana,1.1,False
2025-09-01 17:11:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,17,5,22,True,False,False,urbana,1.1,False
2025-09-01 17:16:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,17,7,7,True,False,False,urbana,1.1,False
2025-09-01 17:23:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,17,6,46,True,False,False,urbana,1.1,False
2025-09-01 17:29:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,17,9,14,True,False,False,urbana,1.1,False
2025-09-01 17:38:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,17,9,16,True,False,False,urbana,1.1,False
2025-09-01 17:47:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,17,8,32,True,False,False,urbana,1.1,False
2025-09-01 17:55:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,17,6,32,True,False,False,urbana,1.1,False
2025-09-01 18:01:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,18,6,17,True,False,False,urbana,1.1,False
2025-09-01 18:07:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,18,5,40,True,False,False,urbana,1.1,False
2025-09-01 18:12:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,18,8,37,True,False,False,urbana,1.1,False
2025-09-01 18:20:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,18,8,0,True,False,False,urbana,1.1,False
2025-09-01 18:28:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,18,5,44,True,False,False,urbana,1.1,False
2025-09-01 18:33:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,18,5,59,True,False,False,urbana,1.1,False
2025-09-01 18:38:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,18,9,37,True,False,False,urbana,1.1,False
2025-09-01 18:47:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,18,8,60,True,False,False,urbana,1.1,False
2025-09-01 18:55:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,18,5,29,True,False,False,urbana,1.1,False
2025-09-01 19:00:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,19,7,60,True,False,False,urbana,1.1,False
2025-09-01 19:07:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,19,5,16,True,False,False,urbana,1.1,False
2025-09-01 19:12:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,19,9,25,True,False,False,urbana,1.1,False
2025-09-01 19:21:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,19,6,56,True,False,False,urbana,1.1,False
2025-09-01 19:27:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,19,9,37,True,False,False,urbana,1.1,False
2025-09-01 19:36:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,19,6,0,True,False,False,urbana,1.1,False
2025-09-01 19:42:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,19,9,16,True,False,False,urbana,1.1,False
2025-09-01 19:51:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,19,8,19,True,False,False,urbana,1.1,False
2025-09-01 19:59:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,19,7,0,True,False,False,urbana,1.1,False
2025-09-01 20:06:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,20,7,39,True,False,False,urbana,1.1,False
2025-09-01 20:13:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,20,7,60,True,False,False,urbana,1.1,False
2025-09-01 20:20:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,20,9,45,True,False,False,urbana,1.1,False
2025-09-01 20:29:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,20,8,37,True,False,False,urbana,1.1,False
2025-09-01 20:37:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,20,5,30,True,False,False,urbana,1.1,False
2025-09-01 20:42:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,20,7,56,True,False,False,urbana,1.1,False
2025-09-01 20:49:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,20,5,60,True,False,False,urbana,1.1,False
2025-09-01 20:54:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,20,6,60,True,False,False,urbana,1.1,False
2025-09-01 21:00:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,21,27,25,False,False,False,urbana,1.1,True
2025-09-01 21:27:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,21,21,20,False,False,False,urbana,1.1,True
2025-09-01 21:48:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,21,22,4,False,False,False,urbana,1.1,True
2025-09-01 22:10:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,22,28,7,False,False,False,urbana,1.1,True
2025-09-01 22:38:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,22,17,16,False,False,False,urbana,1.1,True
2025-09-01 22:55:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,22,15,18,False,False,False,urbana,1.1,False
2025-09-01 23:10:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,23,23,14,False,False,False,urbana,1.1,False
2025-09-01 23:33:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,23,17,23,False,False,False,urbana,1.1,False
2025-09-01 23:50:00,1,Alcalde Díaz-Transístmica-Directo-Albrook,Lunes,0,23,17,5,False,False,False,urbana,1.1,False
2025-09-01 00:00:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,0,12,9,False,False,False,urbana,1.04,False
2025-09-01 00:12:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,0,19,24,False,False,False,urbana,1.04,False
2025-09-01 00:31:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,0,19,13,False,False,False,urbana,1.04,False
2025-09-01 00:50:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,0,12,24,False,False,False,urbana,1.04,False
2025-09-01 01:02:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,1,18,16,False,False,False,urbana,1.04,False
2025-09-01 01:20:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,1,17,2,False,False,False,urbana,1.04,False
2025-09-01 01:37:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,1,18,16,False,False,False,urbana,1.04,False
2025-09-01 01:55:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,1,18,17,False,False,False,urbana,1.04,False
2025-09-01 02:13:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,2,13,19,False,False,False,urbana,1.04,False
2025-09-01 02:26:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,2,20,20,False,False,False,urbana,1.04,False
2025-09-01 02:46:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,2,19,15,False,False,False,urbana,1.04,False
2025-09-01 03:05:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,3,19,23,False,False,False,urbana,1.04,False
2025-09-01 03:24:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,3,19,13,False,False,False,urbana,1.04,False
2025-09-01 03:43:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,3,15,8,False,False,False,urbana,1.04,False
2025-09-01 03:58:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,3,18,4,False,False,False,urbana,1.04,False
2025-09-01 04:16:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,4,31,13,False,False,False,urbana,1.04,True
2025-09-01 04:47:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,4,41,14,False,False,False,urbana,1.04,True
2025-09-01 05:28:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,5,23,15,False,False,False,urbana,1.04,True
2025-09-01 05:51:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,5,23,15,False,False,False,urbana,1.04,True
2025-09-01 06:14:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,6,18,24,True,False,False,urbana,1.04,True
2025-09-01 06:32:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,6,17,24,True,False,False,urbana,1.04,True
2025-09-01 06:49:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,6,17,34,True,False,False,urbana,1.04,True
2025-09-01 07:06:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,7,15,7,True,False,False,urbana,1.04,True
2025-09-01 07:21:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,7,13,3,True,False,False,urbana,1.04,True
2025-09-01 07:34:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,7,11,9,True,False,False,urbana,1.04,True
2025-09-01 07:45:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,7,10,49,True,False,False,urbana,1.04,False
2025-09-01 07:55:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,7,6,13,True,False,False,urbana,1.04,False
2025-09-01 08:01:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,8,5,45,True,False,False,urbana,1.04,False
2025-09-01 08:06:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,8,6,45,True,False,False,urbana,1.04,False
2025-09-01 08:12:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,8,5,0,True,False,False,urbana,1.04,False
2025-09-01 08:17:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,8,6,13,True,False,False,urbana,1.04,False
2025-09-01 08:23:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,8,6,10,True,False,False,urbana,1.04,False
2025-09-01 08:29:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,8,4,44,True,False,False,urbana,1.04,False
2025-09-01 08:33:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,8,5,53,True,False,False,urbana,1.04,False
2025-09-01 08:38:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,8,6,36,True,False,False,urbana,1.04,False
2025-09-01 08:44:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,8,6,21,True,False,False,urbana,1.04,False
2025-09-01 08:50:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,8,7,13,True,False,False,urbana,1.04,False
2025-09-01 08:57:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,8,6,60,True,False,False,urbana,1.04,False
2025-09-01 09:03:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,9,8,49,True,False,False,urbana,1.04,False
2025-09-01 09:11:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,9,7,3,True,False,False,urbana,1.04,False
2025-09-01 09:18:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,9,4,33,True,False,False,urbana,1.04,False
2025-09-01 09:22:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,9,8,18,True,False,False,urbana,1.04,False
2025-09-01 09:30:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,9,5,43,True,False,False,urbana,1.04,False
2025-09-01 09:35:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,9,5,48,True,False,False,urbana,1.04,False
2025-09-01 09:40:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,9,4,22,True,False,False,urbana,1.04,False
2025-09-01 09:44:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,9,4,32,True,False,False,urbana,1.04,False
2025-09-01 09:48:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,9,6,34,True,False,False,urbana,1.04,False
2025-09-01 09:54:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,9,7,2,True,False,False,urbana,1.04,False
2025-09-01 10:01:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,10,18,19,False,False,False,urbana,1.04,True
2025-09-01 10:19:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,10,19,6,False,False,False,urbana,1.04,True
2025-09-01 10:38:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,10,21,5,False,False,False,urbana,1.04,True
2025-09-01 10:59:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,10,23,2,False,False,False,urbana,1.04,True
2025-09-01 11:22:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,11,17,9,False,False,False,urbana,1.04,True
2025-09-01 11:39:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,11,17,3,False,False,False,urbana,1.04,True
2025-09-01 11:56:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,11,16,3,False,False,False,urbana,1.04,True
2025-09-01 12:12:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,12,11,13,False,False,False,urbana,1.04,False
2025-09-01 12:23:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,12,10,9,False,False,False,urbana,1.04,False
2025-09-01 12:33:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,12,10,11,False,False,False,urbana,1.04,False
2025-09-01 12:43:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,12,12,10,False,False,False,urbana,1.04,False
2025-09-01 12:55:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,12,8,13,False,False,False,urbana,1.04,False
2025-09-01 13:03:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,13,8,40,False,False,False,urbana,1.04,False
2025-09-01 13:11:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,13,6,13,False,False,False,urbana,1.04,False
2025-09-01 13:17:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,13,9,16,False,False,False,urbana,1.04,False
2025-09-01 13:26:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,13,8,27,False,False,False,urbana,1.04,False
2025-09-01 13:34:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,13,7,28,False,False,False,urbana,1.04,False
2025-09-01 13:41:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,13,11,4,False,False,False,urbana,1.04,False
2025-09-01 13:52:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,13,8,9,False,False,False,urbana,1.04,False
2025-09-01 14:00:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,14,11,0,False,False,False,urbana,1.04,False
2025-09-01 14:11:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,14,7,36,False,False,False,urbana,1.04,False
2025-09-01 14:18:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,14,11,0,False,False,False,urbana,1.04,False
2025-09-01 14:29:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,14,8,7,False,False,False,urbana,1.04,False
2025-09-01 14:37:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,14,9,9,False,False,False,urbana,1.04,False
2025-09-01 14:46:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,14,8,11,False,False,False,urbana,1.04,False
2025-09-01 14:54:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,14,7,4,False,False,False,urbana,1.04,False
2025-09-01 15:01:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,15,9,9,False,False,False,urbana,1.04,False
2025-09-01 15:10:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,15,12,22,False,False,False,urbana,1.04,False
2025-09-01 15:22:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,15,7,6,False,False,False,urbana,1.04,False
2025-09-01 15:29:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,15,7,14,False,False,False,urbana,1.04,False
2025-09-01 15:36:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,15,9,13,False,False,False,urbana,1.04,False
2025-09-01 15:45:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,15,9,22,False,False,False,urbana,1.04,False
2025-09-01 15:54:00,2,Albrook-Directo-Transístmica-Alcalde Díaz,Lunes,0,15,9,30,False,False,False,urbana,1.04,False
