tipo_crimen,año,mes,provincia,sexo,rango_de_edad,tipo_de_arma_utilizada
Homicidio,2019,Junio,Chiriquí,Masculino,30-34,Arma de Fuego
Homicidio,2019,Junio,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Julio,Panamá,Masculino,15-17,Arma de Fuego
Homicidio,2019,Julio,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2019,Julio,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Julio,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2019,Julio,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2019,Julio,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2019,Julio,Panamá,Masculino,10-14,Arma de Fuego
Homicidio,2019,Julio,Panamá,Masculino,40-44,Arma Blanca
Homicidio,2019,Julio,Panamá,Masculino,18-24,Arma Blanca
Homicidio,2019,Julio,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2019,Julio,Colón,Femenino,18-24,Arma Blanca
Homicidio,2019,Julio,Colón,Masculino,30-34,Arma de Fuego
Homicidio,2019,Julio,Colón,Masculino,30-34,Arma de Fuego
Homicidio,2019,Julio,Colón,Masculino,35-39,Arma de Fuego
Homicidio,2019,Julio,Colón,Masculino,65-69,No disponible
Homicidio,2019,Julio,Chiriquí,Masculino,35-39,Arma de Fuego
Homicidio,2019,Julio,Chiriquí,Masculino,18-24,Arma de Fuego
Homicidio,2019,Julio,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2019,Julio,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2019,Julio,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2019,Julio,Panamá,Femenino,30-34,Arma Blanca
Homicidio,2019,Julio,Panamá,Masculino,No disponible,No disponible
Homicidio,2019,Julio,Panamá,Masculino,40-44,Arma de Fuego
Homicidio,2019,Julio,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2019,Julio,Panamá,Femenino,18-24,Arma de Fuego
Homicidio,2019,Julio,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2019,Julio,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2019,Julio,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2019,Julio,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2019,Julio,Panamá,Femenino,30-34,Arma de Fuego
Homicidio,2019,Julio,Panamá,Femenino,No disponible,Arma Blanca
Homicidio,2019,Julio,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2019,Julio,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2019,Julio,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Julio,Panamá Oeste,Femenino,18-24,Asfixia Mecánica
Homicidio,2019,Julio,Panamá Oeste,Masculino,30-34,Arma de Fuego
Homicidio,2019,Julio,Panamá Oeste,Masculino,18-24,Arma de Fuego
Homicidio,2019,Julio,Coclé,Masculino,35-39,No disponible
Homicidio,2019,Julio,Panamá,Masculino,30-34,No disponible
Homicidio,2019,Agosto,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,35-39,No disponible
Homicidio,2019,Agosto,Panamá,Masculino,45-49,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,40-44,Objeto Contundente
Homicidio,2019,Agosto,Panamá,Masculino,No disponible,Objeto Contundente
Homicidio,2019,Agosto,Panamá,Masculino,45-49,Arma Blanca
Homicidio,2019,Agosto,Panamá,Femenino,No disponible,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,45-49,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Femenino,5-9,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,25-29,Arma Blanca
Homicidio,2019,Agosto,Panamá,Femenino,40-44,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,50-54,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,10-14,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2019,Agosto,Panamá Oeste,Masculino,45-49,Arma de Fuego
Homicidio,2019,Agosto,Panamá Oeste,Masculino,30-34,Arma de Fuego
Homicidio,2019,Agosto,Chiriquí,Masculino,30-34,Arma de Fuego
Homicidio,2019,Agosto,Chiriquí,Masculino,25-29,Objeto Contundente
Homicidio,2019,Agosto,Chiriquí,Masculino,70-74,Arma de Fuego
Homicidio,2019,Agosto,Chiriquí,Masculino,35-39,Arma de Fuego
Homicidio,2019,Agosto,Colón,Masculino,30-34,Arma de Fuego
Homicidio,2019,Agosto,Colón,Masculino,35-39,Arma de Fuego
Homicidio,2019,Agosto,Colón,Masculino,No disponible,No disponible
Homicidio,2019,Agosto,Colón,Masculino,30-34,Arma de Fuego
Homicidio,2019,Agosto,Colón,Masculino,40-44,Arma de Fuego
Homicidio,2019,Agosto,Colón,Masculino,30-34,Arma de Fuego
Homicidio,2019,Agosto,Coclé,Masculino,50-54,Objeto Contundente
Homicidio,2019,Agosto,Los Santos,Masculino,25-29,Arma Blanca
Homicidio,2019,Agosto,Darién,Masculino,65-69,Objeto Contundente
Homicidio,2019,Agosto,Darién,Masculino,50-54,Arma Blanca
Homicidio,2019,Agosto,Veraguas,Masculino,No disponible,Arma Blanca
Homicidio,2019,Agosto,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2019,Agosto,Panamá,Masculino,50-54,Arma de Fuego
Homicidio,2019,Agosto,Colón,Masculino,No disponible,Arma de Fuego
Homicidio,2019,Agosto,Veraguas,Femenino,No disponible,No disponible
Homicidio,2019,Septiembre,Panamá,Masculino,55-59,Arma de Fuego
Homicidio,2019,Septiembre,Panamá,Masculino,45-49,Arma de Fuego
Homicidio,2019,Septiembre,Panamá,Femenino,35-39,Arma Blanca
Homicidio,2019,Septiembre,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2019,Septiembre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Septiembre,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2019,Septiembre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Septiembre,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2019,Septiembre,Panamá,Masculino,35-39,Objeto Contundente
Homicidio,2019,Septiembre,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2019,Septiembre,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2019,Septiembre,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2019,Septiembre,Panamá,Masculino,40-44,Arma de Fuego
Homicidio,2019,Septiembre,Panamá,Masculino,50-54,No disponible
Homicidio,2019,Septiembre,Panamá Oeste,Masculino,25-29,Arma de Fuego
Homicidio,2019,Septiembre,Panamá Oeste,Masculino,30-34,Arma de Fuego
Homicidio,2019,Septiembre,Panamá Oeste,Masculino,25-29,Arma de Fuego
Homicidio,2019,Septiembre,Panamá Oeste,Masculino,25-29,Arma de Fuego
Homicidio,2019,Septiembre,Panamá Oeste,Femenino,25-29,Arma de Fuego
Homicidio,2019,Septiembre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Septiembre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Septiembre,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2019,Septiembre,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2019,Septiembre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Septiembre,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2019,Septiembre,Colón,Masculino,40-44,Arma de Fuego
Homicidio,2019,Septiembre,Colón,Masculino,45-49,Arma Blanca
Homicidio,2019,Septiembre,Colón,Masculino,30-34,Arma de Fuego
Homicidio,2019,Septiembre,Colón,Masculino,55-59,Arma de Fuego
Homicidio,2019,Septiembre,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2019,Septiembre,Herrera,Masculino,18-24,Arma Blanca
Homicidio,2019,Septiembre,Los Santos,Masculino,25-29,Arma de Fuego
Homicidio,2019,Septiembre,Bocas Del Toro,Masculino,18-24,Arma de Fuego
Homicidio,2019,Septiembre,Bocas Del Toro,Masculino,30-34,Arma de Fuego
Homicidio,2019,Septiembre,Veraguas,Masculino,45-49,Arma de Fuego
Homicidio,2019,Septiembre,Veraguas,Masculino,18-24,Arma Blanca
Homicidio,2019,Septiembre,Coclé,Masculino,65-69,Arma de Fuego
Homicidio,2019,Septiembre,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2019,Octubre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Octubre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Octubre,Panamá,Masculino,45-49,Arma de Fuego
Homicidio,2019,Octubre,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2019,Octubre,Panamá,Masculino,15-17,Arma de Fuego
Homicidio,2019,Octubre,Panamá,Masculino,65-69,Arma de Fuego
Homicidio,2019,Octubre,Panamá,Masculino,No disponible,Arma Blanca
Homicidio,2019,Octubre,Panamá,Masculino,50-54,Arma Blanca
Homicidio,2019,Octubre,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2019,Octubre,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2019,Octubre,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2019,Octubre,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2019,Octubre,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2019,Octubre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Octubre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Octubre,Panamá,Masculino,35-39,No disponible
Homicidio,2019,Octubre,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2019,Octubre,Panamá,Masculino,45-49,Arma de Fuego
Homicidio,2019,Octubre,Panamá,Masculino,40-44,Arma de Fuego
Homicidio,2019,Octubre,Panamá,Masculino,15-17,Arma de Fuego
Homicidio,2019,Octubre,Panamá,Masculino,No disponible,Arma Blanca
Homicidio,2019,Octubre,Panamá,Masculino,35-39,Arma Blanca
Homicidio,2019,Octubre,Bocas Del Toro,Masculino,18-24,Arma de Fuego
Homicidio,2019,Octubre,Veraguas,Femenino,45-49,Arma Blanca
Homicidio,2019,Octubre,Veraguas,Masculino,40-44,Arma de Fuego
Homicidio,2019,Octubre,Veraguas,Femenino,18-24,Arma de Fuego
Homicidio,2019,Octubre,Veraguas,Femenino,18-24,Arma de Fuego
Homicidio,2019,Octubre,Colón,Masculino,35-39,Arma Blanca
Homicidio,2019,Octubre,Colón,Masculino,50-54,Arma de Fuego
Homicidio,2019,Octubre,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2019,Octubre,Colón,Femenino,5-9,Arma de Fuego
Homicidio,2019,Octubre,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2019,Octubre,Chiriquí,Masculino,40-44,Arma Blanca
Homicidio,2019,Octubre,Chiriquí,Masculino,30-34,Arma de Fuego
Homicidio,2019,Octubre,Los Santos,Masculino,50-54,Arma de Fuego
Homicidio,2019,Octubre,Coclé,Masculino,35-39,Arma de Fuego
Homicidio,2019,Octubre,Panamá,Masculino,30-34,No disponible
Homicidio,2019,Noviembre,Panamá,Masculino,55-59,Arma Blanca
Homicidio,2019,Noviembre,Panamá,Masculino,25-29,Objeto Contundente
Homicidio,2019,Noviembre,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2019,Noviembre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Noviembre,Panamá,Masculino,50-54,Arma de Fuego
Homicidio,2019,Noviembre,Panamá,Femenino,30-34,Arma de Fuego
Homicidio,2019,Noviembre,Panamá,Masculino,45-49,Arma Blanca
Homicidio,2019,Noviembre,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2019,Noviembre,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2019,Noviembre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Noviembre,Panamá,Masculino,35-39,Arma Blanca
Homicidio,2019,Noviembre,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2019,Noviembre,Panamá,Masculino,30-34,No disponible
Homicidio,2019,Noviembre,Panamá,Masculino,55-59,Arma de Fuego
Homicidio,2019,Noviembre,Panamá,Masculino,15-17,Arma de Fuego
Homicidio,2019,Noviembre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Noviembre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Noviembre,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2019,Noviembre,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2019,Noviembre,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2019,Noviembre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Noviembre,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2019,Noviembre,Panamá Oeste,Masculino,18-24,Arma de Fuego
Homicidio,2019,Noviembre,Panamá Oeste,Masculino,60-64,Arma de Fuego
Homicidio,2019,Noviembre,Panamá Oeste,Masculino,40-44,Arma de Fuego
Homicidio,2019,Noviembre,Chiriquí,Masculino,35-39,Arma de Fuego
Homicidio,2019,Noviembre,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2019,Noviembre,Colón,Masculino,25-29,Arma de Fuego
Homicidio,2019,Noviembre,Colón,Masculino,30-34,Arma de Fuego
Homicidio,2019,Noviembre,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2019,Noviembre,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2019,Noviembre,Colón,Masculino,30-34,Arma de Fuego
Homicidio,2019,Noviembre,Veraguas,Masculino,65-69,Arma de Fuego
Homicidio,2019,Noviembre,Veraguas,Femenino,15-17,Arma de Fuego
Homicidio,2019,Noviembre,Veraguas,Femenino,45-49,Arma de Fuego
Homicidio,2019,Noviembre,Veraguas,Masculino,18-24,Arma Blanca
Homicidio,2019,Noviembre,Panamá Oeste,Masculino,75-79,No disponible
Homicidio,2019,Noviembre,Veraguas,Femenino,10-14,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,15-17,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Femenino,40-44,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,50-54,Objeto Contundente
Homicidio,2019,Diciembre,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,45-49,No disponible
Homicidio,2019,Diciembre,Panamá,Masculino,45-49,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,40-44,Arma Blanca
Homicidio,2019,Diciembre,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,15-17,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Femenino,35-39,Arma Blanca
Homicidio,2019,Diciembre,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Femenino,No disponible,No disponible
Homicidio,2019,Diciembre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,40-44,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Femenino,18-24,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,18-24,Objeto Contundente
Homicidio,2019,Diciembre,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2019,Diciembre,Colón,Masculino,25-29,Arma de Fuego
Homicidio,2019,Diciembre,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2019,Diciembre,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2019,Diciembre,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2019,Diciembre,Colón,Masculino,30-34,Arma de Fuego
Homicidio,2019,Diciembre,Colón,Femenino,30-34,Arma de Fuego
Homicidio,2019,Diciembre,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2019,Diciembre,Colón,Masculino,No disponible,Arma de Fuego
Homicidio,2019,Diciembre,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2019,Diciembre,Colón,Femenino,60-64,No disponible
Homicidio,2019,Diciembre,Colón,Femenino,18-24,No disponible
Homicidio,2019,Diciembre,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2019,Diciembre,Colón,Masculino,25-29,Arma de Fuego
Homicidio,2019,Diciembre,Panamá Oeste,Femenino,18-24,No disponible
Homicidio,2019,Diciembre,Panamá Oeste,Masculino,40-44,Arma Blanca
Homicidio,2019,Diciembre,Panamá Oeste,Masculino,No disponible,No disponible
Homicidio,2019,Diciembre,Panamá Oeste,Masculino,80 y más,No disponible
Homicidio,2019,Diciembre,Panamá Oeste,Masculino,18-24,Arma de Fuego
Homicidio,2019,Diciembre,Panamá Oeste,Masculino,65-69,Arma de Fuego
Homicidio,2019,Diciembre,Panamá Oeste,Masculino,18-24,Arma de Fuego
Homicidio,2019,Diciembre,Panamá Oeste,Masculino,35-39,Arma de Fuego
Homicidio,2019,Diciembre,Panamá Oeste,Masculino,15-17,Arma de Fuego
Homicidio,2019,Diciembre,Panamá Oeste,Masculino,25-29,Arma de Fuego
Homicidio,2019,Diciembre,Veraguas,Masculino,No disponible,Objeto Contundente
Homicidio,2019,Diciembre,Veraguas,Masculino,40-44,Arma Blanca
Homicidio,2019,Diciembre,Darién,Masculino,50-54,Arma Blanca
Homicidio,2019,Diciembre,Darién,Masculino,35-39,Arma Blanca
Homicidio,2019,Diciembre,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2019,Diciembre,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2019,Diciembre,Chiriquí,Masculino,30-34,Arma de Fuego
Homicidio,2019,Diciembre,Chiriquí,Masculino,40-44,Arma Blanca
Homicidio,2019,Diciembre,Los Santos,Masculino,75-79,Arma de Fuego
Homicidio,2019,Diciembre,Bocas Del Toro,Masculino,30-34,Arma de Fuego
Homicidio,2019,Diciembre,Coclé,Masculino,30-34,Arma de Fuego
Homicidio,2019,Diciembre,Herrera,Masculino,30-34,Arma de Fuego
Homicidio,2019,Diciembre,Panamá Oeste,Masculino,No disponible,No disponible
Homicidio,2020,Enero,Panamá,No disponible,18-24,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,35-39,Arma Blanca
Homicidio,2020,Enero,Panamá,No disponible,50-54,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,30-34,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,18-24,Arma Blanca
Homicidio,2020,Enero,Panamá,No disponible,15-17,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,40-44,Arma de Fuego
Femicidio,2020,Enero,Panamá,No disponible,18-24,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,18-24,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,18-24,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,30-34,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,35-39,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,25-29,Arma Blanca
Homicidio,2020,Enero,Panamá,No disponible,18-24,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,40-44,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,35-39,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,15-17,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,18-24,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,35-39,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,35-39,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,15-17,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,25-29,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,18-24,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,18-24,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,25-29,Arma de Fuego
Femicidio,2020,Enero,Comarca Ngäbe-Buglé,No disponible,30-34,Objeto Contundente
Homicidio,2020,Enero,Comarca Ngäbe-Buglé,No disponible,0-4,Objeto Contundente
Femicidio,2020,Enero,Comarca Ngäbe-Buglé,No disponible,5-9,Objeto Contundente
Femicidio,2020,Enero,Comarca Ngäbe-Buglé,No disponible,10-14,Objeto Contundente
Femicidio,2020,Enero,Comarca Ngäbe-Buglé,No disponible,5-9,Objeto Contundente
Homicidio,2020,Enero,Comarca Ngäbe-Buglé,No disponible,0-4,Objeto Contundente
Homicidio,2020,Enero,Comarca Ngäbe-Buglé,No disponible,15-17,Objeto Contundente
Homicidio,2020,Enero,Bocas Del Toro,No disponible,30-34,Arma de Fuego
Homicidio,2020,Enero,Chiriquí,No disponible,30-34,Arma de Fuego
Homicidio,2020,Enero,Chiriquí,No disponible,35-39,No disponible
Homicidio,2020,Enero,Chiriquí,No disponible,55-59,Arma Blanca
Homicidio,2020,Enero,Chiriquí,No disponible,30-34,Arma de Fuego
Femicidio,2020,Enero,Chiriquí,No disponible,35-39,Arma Blanca
Femicidio,2020,Enero,Comarca Ngäbe-Buglé,No disponible,0-4,No disponible
Homicidio,2020,Enero,Colón,No disponible,45-49,Arma de Fuego
Homicidio,2020,Enero,Colón,No disponible,40-44,Arma de Fuego
Homicidio,2020,Enero,Colón,No disponible,18-24,Arma de Fuego
Homicidio,2020,Enero,Colón,No disponible,18-24,Arma de Fuego
Homicidio,2020,Enero,Colón,No disponible,35-39,Arma de Fuego
Homicidio,2020,Enero,Colón,No disponible,18-24,Arma de Fuego
Homicidio,2020,Enero,Colón,No disponible,25-29,Arma de Fuego
Homicidio,2020,Enero,Colón,No disponible,No disponible,Arma de Fuego
Homicidio,2020,Enero,Colón,No disponible,30-34,Arma de Fuego
Femicidio,2020,Enero,Coclé,No disponible,40-44,Arma Blanca
Homicidio,2020,Enero,Panamá Oeste,No disponible,30-34,Arma de Fuego
Homicidio,2020,Enero,Panamá Oeste,No disponible,25-29,No disponible
Homicidio,2020,Enero,Panamá Oeste,No disponible,40-44,Arma Blanca
Homicidio,2020,Enero,Panamá Oeste,No disponible,18-24,Arma de Fuego
Homicidio,2020,Enero,Panamá Oeste,No disponible,15-17,Arma de Fuego
Homicidio,2020,Enero,Panamá Oeste,No disponible,30-34,Arma de Fuego
Homicidio,2020,Enero,Panamá Oeste,No disponible,30-34,Arma de Fuego
Homicidio,2020,Enero,Panamá Oeste,No disponible,35-39,Arma de Fuego
Femicidio,2020,Enero,Panamá Oeste,No disponible,25-29,Arma de Fuego
Homicidio,2020,Enero,Panamá Oeste,No disponible,0-4,Arma de Fuego
Femicidio,2020,Enero,Panamá Oeste,No disponible,15-17,Objeto Contundente
Homicidio,2020,Enero,Panamá,No disponible,18-24,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,25-29,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,No disponible,Arma de Fuego
Homicidio,2020,Enero,Panamá,No disponible,15-17,No disponible
Homicidio,2020,Enero,Panamá,No disponible,30-34,Arma de Fuego
Homicidio,2020,Febrero,Panamá,No disponible,30-34,Arma de Fuego
Homicidio,2020,Febrero,Panamá,No disponible,18-24,Arma de Fuego
Homicidio,2020,Febrero,Panamá,No disponible,35-39,Arma de Fuego
Homicidio,2020,Febrero,Panamá,No disponible,18-24,Arma de Fuego
Femicidio,2020,Febrero,Panamá,No disponible,25-29,Asfixia Mecánica
Homicidio,2020,Febrero,Panamá,No disponible,35-39,Arma de Fuego
Homicidio,2020,Febrero,Panamá,No disponible,30-34,Arma de Fuego
Homicidio,2020,Febrero,Panamá,No disponible,50-54,Arma de Fuego
Homicidio,2020,Febrero,Panamá,No disponible,35-39,Arma de Fuego
Homicidio,2020,Febrero,Panamá,No disponible,30-34,Arma de Fuego
Homicidio,2020,Febrero,Panamá,No disponible,30-34,Asfixia Mecánica
Homicidio,2020,Febrero,Panamá,No disponible,18-24,Arma de Fuego
Homicidio,2020,Febrero,Panamá,No disponible,No disponible,No disponible
Homicidio,2020,Febrero,Panamá,No disponible,18-24,Arma de Fuego
Homicidio,2020,Febrero,Panamá,No disponible,35-39,Arma de Fuego
Homicidio,2020,Febrero,Panamá,No disponible,50-54,Arma de Fuego
Homicidio,2020,Febrero,Panamá,No disponible,25-29,Arma de Fuego
Homicidio,2020,Febrero,Panamá,No disponible,18-24,Arma Blanca
Homicidio,2020,Febrero,Panamá,No disponible,15-17,Arma de Fuego
Homicidio,2020,Febrero,Colón,No disponible,30-34,Arma Blanca
Homicidio,2020,Febrero,Colón,No disponible,30-34,Arma de Fuego
Homicidio,2020,Febrero,Colón,No disponible,25-29,Arma de Fuego
Homicidio,2020,Febrero,Colón,No disponible,18-24,Arma de Fuego
Homicidio,2020,Febrero,Colón,No disponible,25-29,Arma de Fuego
Homicidio,2020,Febrero,Colón,No disponible,30-34,Arma de Fuego
Homicidio,2020,Febrero,Colón,No disponible,35-39,Arma de Fuego
Homicidio,2020,Febrero,Colón,No disponible,15-17,Arma de Fuego
Homicidio,2020,Febrero,Colón,No disponible,18-24,Arma de Fuego
Homicidio,2020,Febrero,Colón,No disponible,25-29,Arma de Fuego
